"","110_RNA-m110_ROF_24H_PLASMA_CTCAGA_S44_L004","115_RNA-m115_PF_24H_PLASMA_TCATTC_S49_L004","113_RNA-m113_PF_24H_PLASMA_TACAGC_S47_L004","81_RNA-m81_PS_24H_PLASMA_GGTAGC_S57_L004","106_RNA-m106_Sal_24H_PLASMA_CCAACA_S40_L004","74_RNA-m74_ROS_24H_PLASMA_GTGGCC_S53_L004","109_RNA-m109_ROF_24H_PLASMA_CTATAC_S43_L004","82_RNA-m82_PS_24H_PLASMA_CAGGCG_S58_L004","75_RNA-m75_ROS_24H_PLASMA_GTTTCG_S54_L004","112_RNA-m112_ROF_24H_PLASMA_TAATCG_S46_L004","111_RNA-m111_ROF_24H_PLASMA_GACGAC_S45_L004","118_RNA-m118_PF_24H_PLASMA_TCGGCA_S52_L004","76_RNA-m76_ROS_24H_PLASMA_CGTACG_S55_L004","80_RNA-m80_PS_24H_PLASMA_GAGTGG_S56_L004","107_RNA-m107_ROF_24H_PLASMA_CGGAAT_S41_L004","104_RNA-m104_Sal_24H_PLASMA_CATGGC_S38_L004","114_RNA-m114_PF_24H_PLASMA_TATAAT_S48_L004","116_RNA-m116_PF_24H_PLASMA_TCCCGA_S50_L004","108_RNA-m108_ROF_24H_PLASMA_CTAGCT_S42_L004","117_RNA-m117_PF_24H_PLASMA_TCGAAG_S51_L004","PEAT_SM1-24hr_mouse_plasma_CAAAAG_S4_L002","PEAT_SM2-24hr_mouse_plasma_CAACTA_S5_L002","SALINE_SM2-24hr_mouse_plasma_CACTCA_S11_L002","PEAT_SM3-24hr_mouse_plasma_CACCGG_S6_L002","SALINE_SM3-24hr_mouse_plasma_CAGGCG_S12_L002","RED_OAK_SM2-24hr_mouse_plasma_ATGAGC_S8_L002","SALINE_SM1-24hr_mouse_plasma_CACGAT_S10_L002","RED_OAK_SM1-24hr_mouse_plasma_ACTGAT_S7_L002","RED_OAK_SM3-24hr_mouse_plasma_ATTCCT_S9_L002"
"mmu-let-7i_mature",582.797872262831,23.265594957986,2443.03402637126,909.547463680857,1324.05824417038,1364.88388051802,6912.81675190895,649.464713007621,732.693598781213,82.1331796740435,427.331224397231,1810.93745489998,39.9518809523424,0,231.634749801169,795.519854757461,26934.7360812301,513.976633315366,1397.10320548775,15735.1937805819,576.600764937222,1261.66752905621,982.843693947949,202.21660159637,286.674444285955,630.667437415517,43.8625500714483,461.973011866061,570.731464243344
"mmu-mir-100_mature",0,11.632797478993,0,0.153303128886037,0,87.6654666340624,0,42.3346300485038,237.856486390638,0,209.949688508205,0,9.9879702380856,0,355.666122921654,0,0,0,9.43988652356586,0,129.453750913238,181.641895088823,93.9655263204466,257.888579566729,186.338388785871,112.018787379425,169.773870276547,72.9071191714617,76.012025724694
"mmu-mir-101a_mature",2.15851063801049,0,10.9799282084102,67.4533767098563,463.344840105267,394.494599853281,6.16665187503029,151.818276339482,1127.12897822298,1.86666317441008,358.586636124633,566.023241717576,0,6.20630623876223,389.343515623242,95.8170077954764,55.6502811595664,89.2025561952288,297.356425492324,0,358.733854432879,561.946223470182,553.302944770516,406.680054321589,216.349619672057,374.838498036354,342.127890557296,304.534660736129,378.521077483937
"mmu-mir-101b_mature",0,0,0,30.2007163905493,422.802166596057,362.125812173012,0,137.373014059419,4.78103490232439,1.86666317441008,1.85796184520535,614.876438175343,19.9759404761712,18.6189187162867,1.64279964397993,127.869672324924,0,83.538901833627,358.715687895503,86.7977592309485,867.402669162611,437.433201090347,603.633648298451,229.678115393408,337.962294083989,344.212261962336,556.796370906973,344.193398480042,397.160696840499
"mmu-mir-106b_mature",2.15851063801049,11.632797478993,5.48996410420509,22.8421662040195,62.7026441229411,227.930213248562,6.16665187503029,68.4362178317874,1.1952587255811,0,865.810219865694,269.53487700837,0,6.20630623876223,1.64279964397993,167.424024297434,55.6502811595664,59.4683707968192,7.07991489267439,12.3996798901355,341.457719800134,359.203156412719,202.215598209797,135.060717856341,70.7727534330952,117.511536240527,77.9205301269257,80.8559610037547,153.306594065665
"mmu-mir-10a_mature",12.9510638280629,34.8983924369789,0,34.9531133860164,829.991626623349,672.326694108925,3508.82491689223,386.804077588441,1.1952587255811,1.86666317441008,11.1477710712321,562.654055754972,1238.50830952261,4009.2738302404,703.118247623408,1363.26119988012,166.950843478699,161.414149305652,51.9193758796122,12.3996798901355,606.384508353855,1208.83406031031,7.47706682122318,525.139038836994,529.675828700222,714.556692748697,597.562740973377,571.290954914478,623.486717192878
"mmu-mir-10b_mature",2.15851063801049,11.632797478993,0,491.489831208635,638.358244384159,167.913086091396,18.4999556250909,223.901565340989,567.747894651021,461.06580407929,1.85796184520535,303.226736634416,9.9879702380856,2010.84322135896,573.337075748994,506.363902406699,0,484.242447916956,1939.89668059278,37.1990396704065,422.679004340505,467.178873534689,302.988603277925,484.570893455006,518.925537039499,22.9696770555137,357.092760581673,0.0854714175515377,844.597064239064
"mmu-mir-1198_mature",0,0,5.48996410420509,72.2057737053234,60.939919187758,0,0,6.36449674715682,0,0,0,0,0,0,0,0.340985792866464,0,0,0,0,2.11065898228105,25.8798088775681,41.2912645351131,9.8611799543909,0,17.4769281944126,0,8.03431324984455,29.7549886976305
"mmu-mir-122_mature",8465.67872227713,23.265594957986,5.48996410420509,0.306606257772074,29.4626882023458,1.34869948667788,18.4999556250909,2324.47153670037,2.3905174511622,1.86666317441008,332.575170291758,291.4345857653,76397.9843511168,6.20630623876223,464.090899424329,1475.10453994032,55.6502811595664,1.41591359040046,23.5997163089146,37.1990396704065,159.628357104367,16.0003797624799,0.111598012257062,24.9650125427618,104.367414872856,30.4597891388334,476.295690775844,414.963732212716,25.7363551666287
"mmu-mir-1249_mature",0,0,0,0,0,0,6.16665187503029,14.6597958782826,0,0,1.85796184520535,1.68459298130231,0,0,0,0,0,42.4774077120137,526.273673688797,0,0,23.0341037520264,0,58.0436541619211,16.125437491085,9.32102837035338,25.2854700411878,0,1.62455398061776
